,file_count,mfcc_mean_range,mfcc_std_range,mfcc_stability_rate,f0_missing_rate_avg,f0_quality_rate,energy_mean_range,energy_std_range,energy_stability_rate,zcr_mean_range,zcr_rationality_rate,feature_integrity_rate
0,111,-72.183 to -14.996,3.607 to 32.107,100.00%,82.82%,21.62%,7.04e-06 to 2.05e-01,4.04e-07 to 1.44e-01,100.00%,0.050 to 0.650,27.03%,100.00%
